N,Instruction,LOCK,SET -REX,SEGMENT,MEM_XCHG,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,Min Latency,Max Latency
439,IMUL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
444,IMUL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
446,IMUL_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
447,IMUL_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
449,IMUL_IMMZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
450,IMUL_IMMZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
451,IMUL_NOREX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
452,IMUL_REX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
457,INC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
458,INC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
459,INC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
464,INC_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
465,INC_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
475,LOOP,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,2,2
503,MOV_89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
506,MOV_8B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
510,MOV_DR,0,0,6,0,0,16,0,0,0,0,0,11,3,0,2,0,0,172,172
513,MOV_NOREX_88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
514,MOV_NOREX_8A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
517,MOV_REX_88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
518,MOV_REX_8A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
525,MOVSX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
528,MOVSX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
529,MOVSX_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
530,MOVSX_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
531,MOVSX_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
532,MOVSX_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
533,MOVSX_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
537,MOVZX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
540,MOVZX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
541,MOVZX_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
542,MOVZX_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
548,MUL,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,4
550,MUL_NOREX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
551,MUL_REX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
556,NEG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
557,NEG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
558,NEG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
563,NEG_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
564,NEG_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
569,NOT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
570,NOT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
571,NOT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
576,NOT_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
577,NOT_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
578,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
579,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
580,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
591,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
592,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
594,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
595,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
597,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
598,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
600,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
601,OR_09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
602,OR_09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
603,OR_09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
604,OR_0B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
605,OR_0B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
606,OR_0B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
620,OR_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
622,OR_NOREX_08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
623,OR_NOREX_0A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
625,OR_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
627,OR_REX_08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
628,OR_REX_0A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
658,RCL,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
661,RCL,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
664,RCL,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
667,RCL_NOREX,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
670,RCL_REX,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
685,RCR,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
688,RCR,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
691,RCR,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
694,RCR_NOREX,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
697,RCR_REX,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
712,ROL,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
714,ROL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
715,ROL,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
717,ROL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
718,ROL,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
720,ROL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
721,ROL_NOREX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
723,ROL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
724,ROL_REX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
726,ROL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
739,ROR,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
741,ROR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
742,ROR,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
744,ROR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
745,ROR,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
747,ROR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
748,ROR_NOREX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
750,ROR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
751,ROR_REX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
753,ROR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
766,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
768,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
769,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
771,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
772,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
774,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
775,SAR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
777,SAR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
778,SAR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
780,SAR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
794,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
795,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
797,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
798,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
800,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
801,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
804,SBB_19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
805,SBB_19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
806,SBB_19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
807,SBB_1B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
808,SBB_1B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
809,SBB_1B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
823,SBB_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
825,SBB_NOREX_18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
826,SBB_NOREX_1A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
828,SBB_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
830,SBB_REX_18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
831,SBB_REX_1A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
836,SETB_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
837,SETB_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
839,SETBE_NOREX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
840,SETBE_REX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
842,SETL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
843,SETL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
845,SETLE_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
846,SETLE_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
848,SETNB_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
849,SETNB_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
851,SETNBE_NOREX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
852,SETNBE_REX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
854,SETNL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
855,SETNL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
857,SETNLE_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
858,SETNLE_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
860,SETNO_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
861,SETNO_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
863,SETNP_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
864,SETNP_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
866,SETNS_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
867,SETNS_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
869,SETNZ_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
870,SETNZ_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
872,SETO_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
873,SETO_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
875,SETP_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
876,SETP_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
878,SETS_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
879,SETS_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
881,SETZ_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
882,SETZ_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
896,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
898,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
899,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
901,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
902,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
904,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
905,SHL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
907,SHL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
908,SHL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
910,SHL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
935,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
937,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
938,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
940,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
941,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
943,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
944,SHR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
946,SHR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
947,SHR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
949,SHR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
969,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
970,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
971,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
982,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
983,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
985,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
986,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
988,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
989,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
991,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
992,SUB_29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
995,SUB_2B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1011,SUB_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1013,SUB_NOREX_28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1014,SUB_NOREX_2A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1016,SUB_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1018,SUB_REX_28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1019,SUB_REX_2A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1020,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1021,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1022,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1030,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1031,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1032,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1033,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1034,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1035,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1036,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1038,TEST_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1039,TEST_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1041,TEST_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1042,TEST_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1044,VERR,0,0,1,0,0,10,0,0,0,6,0,0,4,5,0,0,0,61,61
1046,VERW,0,0,1,0,0,0,0,0,0,8,0,0,5,7,0,0,0,63,63
1076,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1077,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1078,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1089,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1090,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1092,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1093,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1095,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1096,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1098,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1099,XOR_31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1102,XOR_33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1118,XOR_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1120,XOR_NOREX_30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1121,XOR_NOREX_32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1123,XOR_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1125,XOR_REX_30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1126,XOR_REX_32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
639,PUSH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,12
640,PUSH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,11
487,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
489,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
491,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10
493,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10
495,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10
496,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10
497,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
511,MOV_NOREX,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
515,MOV_REX,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
853,SETNL,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,11
859,SETNO,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,11
862,SETNP,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,11
835,SETB,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
838,SETBE,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,5,11
841,SETL,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
844,SETLE,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
847,SETNB,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
850,SETNBE,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,5,11
856,SETNLE,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
865,SETNS,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
868,SETNZ,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
871,SETO,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
874,SETP,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
877,SETS,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
880,SETZ,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
645,PUSHF,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,7,12
488,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11
490,MOV,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11
492,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10
494,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10
498,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11
633,PUSH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11
634,PUSH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11
635,PUSH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11
636,PUSH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11
641,PUSH_W,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,12
642,PUSH_W,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,12
643,PUSH_W,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,12
644,PUSH_W,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,12
509,MOV_DR,0,0,6,0,0,24,0,0,2,4,1,10,9,4,0,1,0,207,207
408,DIV,0,0,0,0,6,13,1,0,0,1,0,8,3,2,1,0,0,6,95
419,IDIV,0,0,0,0,0,27,1,0,0,1,4,8,3,2,6,6,0,37,101
407,DIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,23,34
418,IDIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,23,34
406,DIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,21,30
409,DIV,0,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,21,30
417,IDIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,21,30
420,IDIV,0,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,21,30
168,BT,0,0,0,0,4,3,1,0,0,1,0,1,0,0,0,0,0,3,11
170,BT,0,0,0,0,4,3,1,0,0,1,0,1,0,0,0,0,0,3,11
172,BT,0,0,0,0,3,3,1,0,0,1,0,1,0,0,0,0,0,3,10
426,IMUL,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,10
428,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9
543,MUL,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,10
545,MUL,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9
15,ADC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
18,ADC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
21,ADC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
43,ADC_NOREX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
48,ADC_REX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
66,ADD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
69,ADD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
72,ADD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
94,ADD_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
99,ADD_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
117,AND,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
120,AND,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
123,AND,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
145,AND_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
