Idx,Code,Instruction,Extension,OP0,OP1,OP2,OP3,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,Min. Latency,Max. Latency,Count
180,MOVLPD_MEMq_XMMsd+M64+R64,MOVLPD,SSE2,M64,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10,0
181,MOVLPD_XMMsd_MEMq+R64+M64,MOVLPD,SSE2,XMM,M64,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,48050
182,MOVLPS_MEMq_XMMps+M64+R128,MOVLPS,SSE,M64,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10,0
183,MOVLPS_XMMq_MEMq+R64+M64,MOVLPS,SSE,XMM,M64,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
184,MOVMSKPD_GPR32_XMMpd+R32+R128,MOVMSKPD,SSE2,R32,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1318849
185,MOVMSKPS_GPR32_XMMps+R32+R128,MOVMSKPS,SSE,R32,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0
186,MOVNTDQA_XMMdq_MEMdq+R128+M128,MOVNTDQA,SSE4,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,4,7,0
187,MOVNTDQ_MEMdq_XMMdq+M128+R128,MOVNTDQ,SSE2,M128,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,344,345,0
188,MOVNTI_MEMd_GPR32+M32+R32,MOVNTI,SSE2,M32,R32,,,0,0,1,0,1,0,0,0,0,0,0,0,0,344,346,0
189,MOVNTI_MEMq_GPR64+M64+R64,MOVNTI,SSE2,M64,R64,,,0,0,1,0,1,0,0,0,0,0,0,0,0,344,345,0
190,MOVNTPD_MEMdq_XMMpd+M128+R128,MOVNTPD,SSE2,M128,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,339,340,0
191,MOVNTPS_MEMdq_XMMps+M128+R128,MOVNTPS,SSE,M128,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,338,340,0
192,MOVQ2DQ_XMMdq_MMXq+R128+R64,MOVQ2DQ,SSE2,XMM,MM,,,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,0
193,MOVQ_GPR64_XMMq+R64+R64,MOVQ,SSE2,R64,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1369835241
194,MOVQ_MEMq_XMMq_0FD6+M64+R64,MOVQ,SSE2,M64,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10,19
195,MOVQ_XMMdq_GPR64+R128+R64,MOVQ,SSE2,XMM,R64,,,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,88856452
196,MOVQ_XMMdq_MEMq_0F7E+R128+M64,MOVQ,SSE2,XMM,M64,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,5591948822
197,MOVQ_XMMdq_XMMq_0F7E+R128+R64,MOVQ_0FD6,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
198,MOVQ_XMMdq_XMMq_0FD6+R128+R64,MOVQ_0F7E,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
199,MOVSD_XMM_MEMsd_XMMsd+M64+R64,MOVSD_XMM,SSE2,M64,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10,7717219925
200,MOVSD_XMM_XMMdq_MEMsd+R128+M64,MOVSD_XMM,SSE2,XMM,M64,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,15081305571
201,MOVSD_XMM_XMMsd_XMMsd_0F10+R64+R64,MOVSD_XMM_0F11,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
202,MOVSD_XMM_XMMsd_XMMsd_0F11+R64+R64,MOVSD_XMM_0F10,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
203,MOVSHDUP_XMMps_MEMps+R128+M128,MOVSHDUP,SSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0
204,MOVSHDUP_XMMps_XMMps+R128+R128,MOVSHDUP,SSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
205,MOVSLDUP_XMMps_MEMps+R128+M128,MOVSLDUP,SSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0
206,MOVSLDUP_XMMps_XMMps+R128+R128,MOVSLDUP,SSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
207,MOVSS_MEMss_XMMss+M32+R32,MOVSS,SSE,M32,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10,10
208,MOVSS_XMMdq_MEMss+R128+M32,MOVSS,SSE,XMM,M32,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,10
209,MOVSS_XMMss_XMMss_0F10+R32+R32,MOVSS_0F11,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
210,MOVSS_XMMss_XMMss_0F11+R32+R32,MOVSS_0F10,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
211,MOVUPD_MEMpd_XMMpd+M128+R128,MOVUPD,SSE2,M128,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10,0
212,MOVUPD_XMMpd_MEMpd+R128+M128,MOVUPD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0
213,MOVUPD_XMMpd_XMMpd_0F10+R128+R128,MOVUPD_0F11,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,MOVUPD_XMMpd_XMMpd_0F11+R128+R128,MOVUPD_0F10,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
215,MOVUPS_MEMps_XMMps+M128+R128,MOVUPS,SSE,M128,XMM,,,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10,453917181
216,MOVUPS_XMMps_MEMps+R128+M128,MOVUPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,1136
217,MOVUPS_XMMps_XMMps_0F10+R128+R128,MOVUPS_0F11,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218,MOVUPS_XMMps_XMMps_0F11+R128+R128,MOVUPS_0F10,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219,MPSADBW_XMMdq_MEMdq_IMMb+R128+M128+I8,MPSADBW,SSE4,XMM,M128,I8,,0,0,1,0,0,0,0,0,2,0,0,0,0,3,11,0
220,MPSADBW_XMMdq_XMMdq_IMMb+R128+R128+I8,MPSADBW,SSE4,XMM,XMM,I8,,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,0
221,MULPD_XMMpd_MEMpd+R128+M128,MULPD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
222,MULPD_XMMpd_XMMpd+R128+R128,MULPD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
223,MULPS_XMMps_MEMps+R128+M128,MULPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
224,MULPS_XMMps_XMMps+R128+R128,MULPS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
225,MULSD_XMMsd_MEMsd+R64+M64,MULSD,SSE2,XMM,M64,,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,372569946
226,MULSD_XMMsd_XMMsd+R64+R64,MULSD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4667728446
227,MULSS_XMMss_MEMss+R32+M32,MULSS,SSE,XMM,M32,,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
228,MULSS_XMMss_XMMss+R32+R32,MULSS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
229,ORPD_XMMxuq_MEMxuq+R128+M128,ORPD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,45805903
230,ORPD_XMMxuq_XMMxuq+R128+R128,ORPD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,431119247
231,ORPS_XMMxud_MEMxud+R128+M128,ORPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
232,ORPS_XMMxud_XMMxud+R128+R128,ORPS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
233,PABSB_MMXq_MEMq+R64+M64,PABSB,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,7,9,0
234,PABSB_MMXq_MMXq+R64+R64,PABSB,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
235,PABSB_XMMdq_MEMdq+R128+M128,PABSB,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,8,0
236,PABSB_XMMdq_XMMdq+R128+R128,PABSB,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
237,PABSD_MMXq_MEMq+R64+M64,PABSD,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,7,9,0
238,PABSD_MMXq_MMXq+R64+R64,PABSD,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
239,PABSD_XMMdq_MEMdq+R128+M128,PABSD,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,8,0
240,PABSD_XMMdq_XMMdq+R128+R128,PABSD,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
241,PABSW_MMXq_MEMq+R64+M64,PABSW,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,7,9,0
242,PABSW_MMXq_MMXq+R64+R64,PABSW,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
243,PABSW_XMMdq_MEMdq+R128+M128,PABSW,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,8,0
244,PABSW_XMMdq_XMMdq+R128+R128,PABSW,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
245,PACKSSDW_XMMdq_MEMdq+R128+M128,PACKSSDW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
246,PACKSSDW_XMMdq_XMMdq+R128+R128,PACKSSDW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
247,PACKSSWB_XMMdq_MEMdq+R128+M128,PACKSSWB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
248,PACKSSWB_XMMdq_XMMdq+R128+R128,PACKSSWB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
249,PACKUSDW_XMMdq_MEMdq+R128+M128,PACKUSDW,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
250,PACKUSDW_XMMdq_XMMdq+R128+R128,PACKUSDW,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
251,PACKUSWB_XMMdq_MEMdq+R128+M128,PACKUSWB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
252,PACKUSWB_XMMdq_XMMdq+R128+R128,PACKUSWB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
253,PADDB_XMMdq_MEMdq+R128+M128,PADDB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
254,PADDB_XMMdq_XMMdq+R128+R128,PADDB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
255,PADDD_XMMdq_MEMdq+R128+M128,PADDD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
256,PADDD_XMMdq_XMMdq+R128+R128,PADDD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1054
257,PADDQ_MMXq_MEMq+R64+M64,PADDQ,SSE2,MM,M64,,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9,0
258,PADDQ_MMXq_MMXq+R64+R64,PADDQ,SSE2,MM,MM,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
259,PADDQ_XMMdq_MEMdq+R128+M128,PADDQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,17
260,PADDQ_XMMdq_XMMdq+R128+R128,PADDQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2108
261,PADDSB_XMMdq_MEMdq+R128+M128,PADDSB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
262,PADDSB_XMMdq_XMMdq+R128+R128,PADDSB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
263,PADDSW_XMMdq_MEMdq+R128+M128,PADDSW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
264,PADDSW_XMMdq_XMMdq+R128+R128,PADDSW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
265,PADDUSB_XMMdq_MEMdq+R128+M128,PADDUSB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
266,PADDUSB_XMMdq_XMMdq+R128+R128,PADDUSB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
267,PADDUSW_XMMdq_MEMdq+R128+M128,PADDUSW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
268,PADDUSW_XMMdq_XMMdq+R128+R128,PADDUSW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
269,PADDW_XMMdq_MEMdq+R128+M128,PADDW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
270,PADDW_XMMdq_XMMdq+R128+R128,PADDW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
271,PALIGNR_MMXq_MEMq_IMMb+R64+M64+I8,PALIGNR,SSSE3,MM,M64,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9,0
272,PALIGNR_MMXq_MMXq_IMMb+R64+R64+I8,PALIGNR,SSSE3,MM,MM,I8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
273,PALIGNR_XMMdq_MEMdq_IMMb+R128+M128+I8,PALIGNR,SSSE3,XMM,M128,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,19313
274,PALIGNR_XMMdq_XMMdq_IMMb+R128+R128+I8,PALIGNR,SSSE3,XMM,XMM,I8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
275,PANDN_XMMdq_MEMdq+R128+M128,PANDN,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
276,PANDN_XMMdq_XMMdq+R128+R128,PANDN,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
277,PAND_XMMdq_MEMdq+R128+M128,PAND,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
278,PAND_XMMdq_XMMdq+R128+R128,PAND,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
279,PAVGB_XMMdq_MEMdq+R128+M128,PAVGB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
280,PAVGB_XMMdq_XMMdq+R128+R128,PAVGB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
281,PAVGW_XMMdq_MEMdq+R128+M128,PAVGW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
282,PAVGW_XMMdq_XMMdq+R128+R128,PAVGW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
283,PBLENDVB_XMMdq_MEMdq+R128+M128,PBLENDVB,SSE4,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
284,PBLENDVB_XMMdq_XMMdq+R128+R128,PBLENDVB,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
285,PBLENDW_XMMdq_MEMdq_IMMb+R128+M128+I8,PBLENDW,SSE4,XMM,M128,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
286,PBLENDW_XMMdq_XMMdq_IMMb+R128+R128+I8,PBLENDW,SSE4,XMM,XMM,I8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
287,PCMPEQB_XMMdq_MEMdq+R128+M128,PCMPEQB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,85560211
288,PCMPEQB_XMMdq_XMMdq+R128+R128,PCMPEQB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5395652510
289,PCMPEQD_XMMdq_MEMdq+R128+M128,PCMPEQD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
290,PCMPEQD_XMMdq_XMMdq+R128+R128,PCMPEQD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17
291,PCMPEQQ_XMMdq_MEMdq+R128+M128,PCMPEQQ,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
292,PCMPEQQ_XMMdq_XMMdq+R128+R128,PCMPEQQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
293,PCMPEQW_XMMdq_MEMdq+R128+M128,PCMPEQW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
294,PCMPEQW_XMMdq_XMMdq+R128+R128,PCMPEQW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
295,PCMPESTRI64_XMMdq_MEMdq_IMMb+R128+M128+I8,PCMPESTRI64,SSE4,XMM,M128,I8,,0,1,1,0,0,1,0,0,2,3,0,0,0,11,26,0
296,PCMPESTRI64_XMMdq_XMMdq_IMMb+R128+R128+I8,PCMPESTRI64,SSE4,XMM,XMM,I8,,0,1,0,0,0,1,0,0,3,3,0,0,0,11,17,0
297,PCMPESTRI_XMMdq_MEMdq_IMMb+R128+M128+I8,PCMPESTRI,SSE4,XMM,M128,I8,,0,1,1,0,0,1,0,0,2,3,0,0,0,11,26,0
298,PCMPESTRI_XMMdq_XMMdq_IMMb+R128+R128+I8,PCMPESTRI,SSE4,XMM,XMM,I8,,0,1,0,0,0,1,0,0,3,3,0,0,0,11,17,0
299,PCMPESTRM64_XMMdq_MEMdq_IMMb+R128+M128+I8,PCMPESTRM64,SSE4,XMM,M128,I8,,0,1,1,0,0,1,0,0,3,3,0,0,0,9,17,0
300,PCMPESTRM64_XMMdq_XMMdq_IMMb+R128+R128+I8,PCMPESTRM64,SSE4,XMM,XMM,I8,,0,1,0,0,0,1,0,0,4,3,0,0,0,9,17,0
301,PCMPESTRM_XMMdq_MEMdq_IMMb+R128+M128+I8,PCMPESTRM,SSE4,XMM,M128,I8,,0,1,1,0,0,1,0,0,3,3,0,0,0,9,17,0
302,PCMPESTRM_XMMdq_XMMdq_IMMb+R128+R128+I8,PCMPESTRM,SSE4,XMM,XMM,I8,,0,1,0,0,0,1,0,0,4,3,0,0,0,9,17,0
303,PCMPGTB_XMMdq_MEMdq+R128+M128,PCMPGTB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
304,PCMPGTB_XMMdq_XMMdq+R128+R128,PCMPGTB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
305,PCMPGTD_XMMdq_MEMdq+R128+M128,PCMPGTD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
306,PCMPGTD_XMMdq_XMMdq+R128+R128,PCMPGTD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,527
307,PCMPGTQ_XMMdq_MEMdq+R128+M128,PCMPGTQ,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,3,10,0
308,PCMPGTQ_XMMdq_XMMdq+R128+R128,PCMPGTQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
309,PCMPGTW_XMMdq_MEMdq+R128+M128,PCMPGTW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
310,PCMPGTW_XMMdq_XMMdq+R128+R128,PCMPGTW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
311,PCMPISTRI_XMMdq_MEMdq_IMMb+R128+M128+I8,PCMPISTRI,SSE4,XMM,M128,I8,,0,0,1,0,0,0,0,0,0,3,0,0,0,11,26,24654
312,PCMPISTRI_XMMdq_XMMdq_IMMb+R128+R128+I8,PCMPISTRI,SSE4,XMM,XMM,I8,,0,0,0,0,0,0,0,0,0,3,0,0,0,11,13,31329
313,PCMPISTRM_XMMdq_MEMdq_IMMb+R128+M128+I8,PCMPISTRM,SSE4,XMM,M128,I8,,0,0,1,0,0,0,0,0,0,3,0,0,0,8,17,0
314,PCMPISTRM_XMMdq_XMMdq_IMMb+R128+R128+I8,PCMPISTRM,SSE4,XMM,XMM,I8,,0,0,0,0,0,0,0,0,0,3,0,0,0,8,13,0
315,PEXTRB_GPR32d_XMMdq_IMMb+R32+R128+I8,PEXTRB,SSE4,R32,XMM,I8,,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0
316,PEXTRB_MEMb_XMMdq_IMMb+M8+R128+I8,PEXTRB,SSE4,M8,XMM,I8,,0,0,0,1,1,0,0,0,1,0,0,0,0,11,15,0
317,PEXTRD_GPR32d_XMMdq_IMMb+R32+R128+I8,PEXTRD,SSE4,R32,XMM,I8,,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0
318,PEXTRD_MEMd_XMMdq_IMMb+M32+R128+I8,PEXTRD,SSE4,M32,XMM,I8,,0,0,0,1,1,0,0,0,1,0,0,0,0,5,10,0
319,PEXTRQ_GPR64q_XMMdq_IMMb+R64+R128+I8,PEXTRQ,SSE4,R64,XMM,I8,,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0
320,PEXTRQ_MEMq_XMMdq_IMMb+M64+R128+I8,PEXTRQ,SSE4,M64,XMM,I8,,0,0,0,1,1,0,0,0,1,0,0,0,0,5,10,0
321,PEXTRW_GPR32_XMMdq_IMMb+R32+R128+I8,PEXTRW,SSE2,R32,XMM,I8,,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0
322,PEXTRW_SSE4_MEMw_XMMdq_IMMb+M16+R128+I8,PEXTRW_SSE4,SSE4,M16,XMM,I8,,0,0,0,1,1,0,0,0,1,0,0,0,0,11,15,0
323,PHADDD_MMXq_MEMq+R64+M64,PHADDD,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,2,0,1,0,0,3,11,0
324,PHADDD_MMXq_MMXq+R64+R64,PHADDD,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,2,0,1,0,0,3,3,0
325,PHADDD_XMMdq_MEMdq+R128+M128,PHADDD,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,1,2,0,0,0,0,3,10,0
326,PHADDD_XMMdq_XMMdq+R128+R128,PHADDD,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0
327,PHADDSW_MMXq_MEMq+R64+M64,PHADDSW,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,2,1,0,0,0,3,11,0
328,PHADDSW_MMXq_MMXq+R64+R64,PHADDSW,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,0
329,PHADDSW_XMMdq_MEMdq+R128+M128,PHADDSW,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,2,0,0,1,0,3,10,0
330,PHADDSW_XMMdq_XMMdq+R128+R128,PHADDSW,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3,0
331,PHADDW_MMXq_MEMq+R64+M64,PHADDW,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,2,0,1,0,0,3,11,0
332,PHADDW_MMXq_MMXq+R64+R64,PHADDW,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,2,0,1,0,0,3,3,0
333,PHADDW_XMMdq_MEMdq+R128+M128,PHADDW,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,1,2,0,0,0,0,3,10,0
334,PHADDW_XMMdq_XMMdq+R128+R128,PHADDW,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0
335,PHMINPOSUW_XMMdq_MEMdq+R128+M128,PHMINPOSUW,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,1,0,0,0,8,11,0
336,PHMINPOSUW_XMMdq_XMMdq+R128+R128,PHMINPOSUW,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0
337,PHSUBD_MMXq_MEMq+R64+M64,PHSUBD,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,2,0,1,0,0,3,11,0
338,PHSUBD_MMXq_MMXq+R64+R64,PHSUBD,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,2,0,1,0,0,3,3,0
339,PHSUBD_XMMdq_MEMdq+R128+M128,PHSUBD,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,1,2,0,0,0,0,3,10,0
340,PHSUBD_XMMdq_XMMdq+R128+R128,PHSUBD,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0
341,PHSUBSW_MMXq_MEMq+R64+M64,PHSUBSW,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,2,1,0,0,0,3,11,0
342,PHSUBSW_MMXq_MMXq+R64+R64,PHSUBSW,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,0
343,PHSUBSW_XMMdq_MEMdq+R128+M128,PHSUBSW,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,2,0,0,1,0,3,10,0
344,PHSUBSW_XMMdq_XMMdq+R128+R128,PHSUBSW,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3,0
345,PHSUBW_MMXq_MEMq+R64+M64,PHSUBW,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,2,0,1,0,0,3,11,0
346,PHSUBW_MMXq_MMXq+R64+R64,PHSUBW,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,2,0,1,0,0,3,3,0
347,PHSUBW_XMMdq_MEMdq+R128+M128,PHSUBW,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,1,2,0,0,0,0,3,10,0
348,PHSUBW_XMMdq_XMMdq+R128+R128,PHSUBW,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0
