Idx,Code,Instruction,Extension,OP0,OP1,OP2,OP3,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,Min. Latency,Max. Latency,Count
349,PINSRB_XMMdq_GPR32d_IMMb+R128+R32+I8,PINSRB,SSE4,XMM,R32,I8,,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0
350,PINSRB_XMMdq_MEMb_IMMb+R128+M8+I8,PINSRB,SSE4,XMM,M8,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
351,PINSRD_XMMdq_GPR32d_IMMb+R128+R32+I8,PINSRD,SSE4,XMM,R32,I8,,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0
352,PINSRD_XMMdq_MEMd_IMMb+R128+M32+I8,PINSRD,SSE4,XMM,M32,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
353,PINSRQ_XMMdq_GPR64q_IMMb+R128+R64+I8,PINSRQ,SSE4,XMM,R64,I8,,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0
354,PINSRQ_XMMdq_MEMq_IMMb+R128+M64+I8,PINSRQ,SSE4,XMM,M64,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
355,PINSRW_XMMdq_GPR32_IMMb+R128+R32+I8,PINSRW,SSE2,XMM,R32,I8,,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0
356,PINSRW_XMMdq_MEMw_IMMb+R128+M16+I8,PINSRW,SSE2,XMM,M16,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
357,PMADDUBSW_MMXq_MEMq+R64+M64,PMADDUBSW,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,5,13,0
358,PMADDUBSW_MMXq_MMXq+R64+R64,PMADDUBSW,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0
359,PMADDUBSW_XMMdq_MEMdq+R128+M128,PMADDUBSW,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,12,0
360,PMADDUBSW_XMMdq_XMMdq+R128+R128,PMADDUBSW,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
361,PMADDWD_XMMdq_MEMdq+R128+M128,PMADDWD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,12,0
362,PMADDWD_XMMdq_XMMdq+R128+R128,PMADDWD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
363,PMAXSB_XMMdq_MEMdq+R128+M128,PMAXSB,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
364,PMAXSB_XMMdq_XMMdq+R128+R128,PMAXSB,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
365,PMAXSD_XMMdq_MEMdq+R128+M128,PMAXSD,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
366,PMAXSD_XMMdq_XMMdq+R128+R128,PMAXSD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
367,PMAXSW_XMMdq_MEMdq+R128+M128,PMAXSW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
368,PMAXSW_XMMdq_XMMdq+R128+R128,PMAXSW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
369,PMAXUB_XMMdq_MEMdq+R128+M128,PMAXUB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
370,PMAXUB_XMMdq_XMMdq+R128+R128,PMAXUB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
371,PMAXUD_XMMdq_MEMdq+R128+M128,PMAXUD,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
372,PMAXUD_XMMdq_XMMdq+R128+R128,PMAXUD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
373,PMAXUW_XMMdq_MEMdq+R128+M128,PMAXUW,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
374,PMAXUW_XMMdq_XMMdq+R128+R128,PMAXUW,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
375,PMINSB_XMMdq_MEMdq+R128+M128,PMINSB,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
376,PMINSB_XMMdq_XMMdq+R128+R128,PMINSB,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
377,PMINSD_XMMdq_MEMdq+R128+M128,PMINSD,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
378,PMINSD_XMMdq_XMMdq+R128+R128,PMINSD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
379,PMINSW_XMMdq_MEMdq+R128+M128,PMINSW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
380,PMINSW_XMMdq_XMMdq+R128+R128,PMINSW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
381,PMINUB_XMMdq_MEMdq+R128+M128,PMINUB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,504
382,PMINUB_XMMdq_XMMdq+R128+R128,PMINUB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2563424109
383,PMINUD_XMMdq_MEMdq+R128+M128,PMINUD,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
384,PMINUD_XMMdq_XMMdq+R128+R128,PMINUD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
385,PMINUW_XMMdq_MEMdq+R128+M128,PMINUW,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
386,PMINUW_XMMdq_XMMdq+R128+R128,PMINUW,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
387,PMOVMSKB_GPR32_XMMdq+R32+R128,PMOVMSKB,SSE2,R32,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2914889929
388,PMOVSXBD_XMMdq_MEMd+R128+M32,PMOVSXBD,SSE4,XMM,M32,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
389,PMOVSXBD_XMMdq_XMMd+R128+R32,PMOVSXBD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
390,PMOVSXBQ_XMMdq_MEMw+R128+M16,PMOVSXBQ,SSE4,XMM,M16,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
391,PMOVSXBQ_XMMdq_XMMw+R128+R16,PMOVSXBQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
392,PMOVSXBW_XMMdq_MEMq+R128+M64,PMOVSXBW,SSE4,XMM,M64,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
393,PMOVSXBW_XMMdq_XMMq+R128+R64,PMOVSXBW,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
394,PMOVSXDQ_XMMdq_MEMq+R128+M64,PMOVSXDQ,SSE4,XMM,M64,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
395,PMOVSXDQ_XMMdq_XMMq+R128+R64,PMOVSXDQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
396,PMOVSXWD_XMMdq_MEMq+R128+M64,PMOVSXWD,SSE4,XMM,M64,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
397,PMOVSXWD_XMMdq_XMMq+R128+R64,PMOVSXWD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
398,PMOVSXWQ_XMMdq_MEMd+R128+M32,PMOVSXWQ,SSE4,XMM,M32,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
399,PMOVSXWQ_XMMdq_XMMd+R128+R32,PMOVSXWQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
400,PMOVZXBD_XMMdq_MEMd+R128+M32,PMOVZXBD,SSE4,XMM,M32,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
401,PMOVZXBD_XMMdq_XMMd+R128+R32,PMOVZXBD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
402,PMOVZXBQ_XMMdq_MEMw+R128+M16,PMOVZXBQ,SSE4,XMM,M16,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
403,PMOVZXBQ_XMMdq_XMMw+R128+R16,PMOVZXBQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
404,PMOVZXBW_XMMdq_MEMq+R128+M64,PMOVZXBW,SSE4,XMM,M64,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
405,PMOVZXBW_XMMdq_XMMq+R128+R64,PMOVZXBW,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
406,PMOVZXDQ_XMMdq_MEMq+R128+M64,PMOVZXDQ,SSE4,XMM,M64,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
407,PMOVZXDQ_XMMdq_XMMq+R128+R64,PMOVZXDQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
408,PMOVZXWD_XMMdq_MEMq+R128+M64,PMOVZXWD,SSE4,XMM,M64,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
409,PMOVZXWD_XMMdq_XMMq+R128+R64,PMOVZXWD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
410,PMOVZXWQ_XMMdq_MEMd+R128+M32,PMOVZXWQ,SSE4,XMM,M32,,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
411,PMOVZXWQ_XMMdq_XMMd+R128+R32,PMOVZXWQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
412,PMULDQ_XMMdq_MEMdq+R128+M128,PMULDQ,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,12,0
413,PMULDQ_XMMdq_XMMdq+R128+R128,PMULDQ,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
414,PMULHRSW_MMXq_MEMq+R64+M64,PMULHRSW,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,5,13,0
415,PMULHRSW_MMXq_MMXq+R64+R64,PMULHRSW,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0
416,PMULHRSW_XMMdq_MEMdq+R128+M128,PMULHRSW,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,12,0
417,PMULHRSW_XMMdq_XMMdq+R128+R128,PMULHRSW,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
418,PMULHUW_XMMdq_MEMdq+R128+M128,PMULHUW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,12,0
419,PMULHUW_XMMdq_XMMdq+R128+R128,PMULHUW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
420,PMULHW_XMMdq_MEMdq+R128+M128,PMULHW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,12,0
421,PMULHW_XMMdq_XMMdq+R128+R128,PMULHW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
422,PMULLD_XMMdq_MEMdq+R128+M128,PMULLD,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,2,0,10,17,0
423,PMULLD_XMMdq_XMMdq+R128+R128,PMULLD,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10,0
424,PMULLW_XMMdq_MEMdq+R128+M128,PMULLW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,12,0
425,PMULLW_XMMdq_XMMdq+R128+R128,PMULLW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
426,PMULUDQ_MMXq_MEMq+R64+M64,PMULUDQ,SSE2,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,5,13,0
427,PMULUDQ_MMXq_MMXq+R64+R64,PMULUDQ,SSE2,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0
428,PMULUDQ_XMMdq_MEMdq+R128+M128,PMULUDQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,5,12,0
429,PMULUDQ_XMMdq_XMMdq+R128+R128,PMULUDQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
430,POPCNT_GPRv_GPRv+R16+R16,POPCNT,SSE4,R16,R16,,,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
431,POPCNT_GPRv_GPRv+R32+R32,POPCNT,SSE4,R32,R32,,,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
432,POPCNT_GPRv_GPRv+R64+R64,POPCNT,SSE4,R64,R64,,,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
433,POPCNT_GPRv_MEMv+R16+M16,POPCNT,SSE4,R16,M16,,,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8,0
434,POPCNT_GPRv_MEMv+R32+M32,POPCNT,SSE4,R32,M32,,,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8,0
435,POPCNT_GPRv_MEMv+R64+M64,POPCNT,SSE4,R64,M64,,,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8,0
436,POR_XMMdq_MEMdq+R128+M128,POR,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
437,POR_XMMdq_XMMdq+R128+R128,POR,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1471546
438,PSADBW_XMMdq_MEMdq+R128+M128,PSADBW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,3,10,0
439,PSADBW_XMMdq_XMMdq+R128+R128,PSADBW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0
440,PSHUFB_MMXq_MEMq+R64+M64,PSHUFB,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,1,1,0,0,0,1,11,0
441,PSHUFB_MMXq_MMXq+R64+R64,PSHUFB,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0
442,PSHUFB_XMMdq_MEMdq+R128+M128,PSHUFB,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
443,PSHUFB_XMMdq_XMMdq+R128+R128,PSHUFB,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11130
444,PSHUFD_XMMdq_MEMdq_IMMb+R128+M128+I8,PSHUFD,SSE2,XMM,M128,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
445,PSHUFD_XMMdq_XMMdq_IMMb+R128+R128+I8,PSHUFD,SSE2,XMM,XMM,I8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1461939
446,PSHUFHW_XMMdq_MEMdq_IMMb+R128+M128+I8,PSHUFHW,SSE2,XMM,M128,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
447,PSHUFHW_XMMdq_XMMdq_IMMb+R128+R128+I8,PSHUFHW,SSE2,XMM,XMM,I8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
448,PSHUFLW_XMMdq_MEMdq_IMMb+R128+M128+I8,PSHUFLW,SSE2,XMM,M128,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,0
449,PSHUFLW_XMMdq_XMMdq_IMMb+R128+R128+I8,PSHUFLW,SSE2,XMM,XMM,I8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
450,PSIGNB_MMXq_MEMq+R64+M64,PSIGNB,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9,0
451,PSIGNB_MMXq_MMXq+R64+R64,PSIGNB,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
452,PSIGNB_XMMdq_MEMdq+R128+M128,PSIGNB,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
453,PSIGNB_XMMdq_XMMdq+R128+R128,PSIGNB,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
454,PSIGND_MMXq_MEMq+R64+M64,PSIGND,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9,0
455,PSIGND_MMXq_MMXq+R64+R64,PSIGND,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
456,PSIGND_XMMdq_MEMdq+R128+M128,PSIGND,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
457,PSIGND_XMMdq_XMMdq+R128+R128,PSIGND,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
458,PSIGNW_MMXq_MEMq+R64+M64,PSIGNW,SSSE3,MM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9,0
459,PSIGNW_MMXq_MMXq+R64+R64,PSIGNW,SSSE3,MM,MM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
460,PSIGNW_XMMdq_MEMdq+R128+M128,PSIGNW,SSSE3,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
461,PSIGNW_XMMdq_XMMdq+R128+R128,PSIGNW,SSSE3,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
462,PSLLDQ_XMMdq_IMMb+R128+I8,PSLLDQ,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,207701
463,PSLLD_XMMdq_IMMb+R128+I8,PSLLD,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,527
464,PSLLD_XMMdq_MEMdq+R128+M128,PSLLD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
465,PSLLD_XMMdq_XMMdq+R128+R128,PSLLD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
466,PSLLQ_XMMdq_IMMb+R128+I8,PSLLQ,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1054
467,PSLLQ_XMMdq_MEMdq+R128+M128,PSLLQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
468,PSLLQ_XMMdq_XMMdq+R128+R128,PSLLQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
469,PSLLW_XMMdq_IMMb+R128+I8,PSLLW,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
470,PSLLW_XMMdq_MEMdq+R128+M128,PSLLW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
471,PSLLW_XMMdq_XMMdq+R128+R128,PSLLW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
472,PSRAD_XMMdq_IMMb+R128+I8,PSRAD,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
473,PSRAD_XMMdq_MEMdq+R128+M128,PSRAD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
474,PSRAD_XMMdq_XMMdq+R128+R128,PSRAD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
475,PSRAW_XMMdq_IMMb+R128+I8,PSRAW,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
476,PSRAW_XMMdq_MEMdq+R128+M128,PSRAW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
477,PSRAW_XMMdq_XMMdq+R128+R128,PSRAW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
478,PSRLDQ_XMMdq_IMMb+R128+I8,PSRLDQ,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2726
479,PSRLD_XMMdq_IMMb+R128+I8,PSRLD,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
480,PSRLD_XMMdq_MEMdq+R128+M128,PSRLD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
481,PSRLD_XMMdq_XMMdq+R128+R128,PSRLD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
482,PSRLQ_XMMdq_IMMb+R128+I8,PSRLQ,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
483,PSRLQ_XMMdq_MEMdq+R128+M128,PSRLQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
484,PSRLQ_XMMdq_XMMdq+R128+R128,PSRLQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
485,PSRLW_XMMdq_IMMb+R128+I8,PSRLW,SSE2,XMM,I8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
486,PSRLW_XMMdq_MEMdq+R128+M128,PSRLW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
487,PSRLW_XMMdq_XMMdq+R128+R128,PSRLW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0
488,PSUBB_XMMdq_MEMdq+R128+M128,PSUBB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
489,PSUBB_XMMdq_XMMdq+R128+R128,PSUBB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1431672
490,PSUBD_XMMdq_MEMdq+R128+M128,PSUBD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
491,PSUBD_XMMdq_XMMdq+R128+R128,PSUBD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
492,PSUBQ_MMXq_MEMq+R64+M64,PSUBQ,SSE2,MM,M64,,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9,0
493,PSUBQ_MMXq_MMXq+R64+R64,PSUBQ,SSE2,MM,MM,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
494,PSUBQ_XMMdq_MEMdq+R128+M128,PSUBQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
495,PSUBQ_XMMdq_XMMdq+R128+R128,PSUBQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
496,PSUBSB_XMMdq_MEMdq+R128+M128,PSUBSB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
497,PSUBSB_XMMdq_XMMdq+R128+R128,PSUBSB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
498,PSUBSW_XMMdq_MEMdq+R128+M128,PSUBSW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
499,PSUBSW_XMMdq_XMMdq+R128+R128,PSUBSW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
500,PSUBUSB_XMMdq_MEMdq+R128+M128,PSUBUSB,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
501,PSUBUSB_XMMdq_XMMdq+R128+R128,PSUBUSB,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
502,PSUBUSW_XMMdq_MEMdq+R128+M128,PSUBUSW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0
503,PSUBUSW_XMMdq_XMMdq+R128+R128,PSUBUSW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
504,PSUBW_XMMdq_MEMdq+R128+M128,PSUBW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
505,PSUBW_XMMdq_XMMdq+R128+R128,PSUBW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
506,PTEST_XMMdq_MEMdq+R128+M128,PTEST,SSE4,XMM,M128,,,0,0,1,0,0,0,0,0,1,1,0,0,0,4,9,0
507,PTEST_XMMdq_XMMdq+R128+R128,PTEST,SSE4,XMM,XMM,,,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0
508,PUNPCKHBW_XMMdq_MEMdq+R128+M128,PUNPCKHBW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
509,PUNPCKHBW_XMMdq_XMMq+R128+R64,PUNPCKHBW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
510,PUNPCKHDQ_XMMdq_MEMdq+R128+M128,PUNPCKHDQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
511,PUNPCKHDQ_XMMdq_XMMq+R128+R64,PUNPCKHDQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,527
512,PUNPCKHQDQ_XMMdq_MEMdq+R128+M128,PUNPCKHQDQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
513,PUNPCKHQDQ_XMMdq_XMMq+R128+R64,PUNPCKHQDQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1054
514,PUNPCKHWD_XMMdq_MEMdq+R128+M128,PUNPCKHWD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
515,PUNPCKHWD_XMMdq_XMMq+R128+R64,PUNPCKHWD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
516,PUNPCKLBW_XMMdq_MEMdq+R128+M128,PUNPCKLBW,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
517,PUNPCKLBW_XMMdq_XMMq+R128+R64,PUNPCKLBW,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1461939
518,PUNPCKLDQ_XMMdq_MEMdq+R128+M128,PUNPCKLDQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
