n,inst ,lock,set_rex,segment,mem_xchg,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,min_lat,max_lat
296,CMOVNS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
297,CMOVNS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
298,CMOVNS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
299,CMOVNS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
300,CMOVNS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
301,CMOVNS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
302,CMOVNZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
303,CMOVNZ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
304,CMOVNZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
305,CMOVNZ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
306,CMOVNZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
307,CMOVNZ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
308,CMOVO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
309,CMOVO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
310,CMOVO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
311,CMOVO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
312,CMOVO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
313,CMOVO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
314,CMOVP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
315,CMOVP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
316,CMOVP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
317,CMOVP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
318,CMOVP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
319,CMOVP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
320,CMOVS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
321,CMOVS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
322,CMOVS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
323,CMOVS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
324,CMOVS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
325,CMOVS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
326,CMOVZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
327,CMOVZ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
328,CMOVZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
329,CMOVZ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
330,CMOVZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
331,CMOVZ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
332,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
333,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
334,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
335,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
336,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
337,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
338,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
339,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
340,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
341,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
342,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
343,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
344,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
345,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
346,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
347,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
348,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
349,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
350,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
351,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
352,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
353,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
354,CMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
355,CMP_39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
356,CMP_39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
357,CMP_39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
358,CMP_3B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
359,CMP_3B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
360,CMP_3B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
361,CMP_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
362,CMP_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
363,CMP_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
364,CMP_NOREX_38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
365,CMP_NOREX_3A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
366,CMP_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
367,CMP_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
368,CMP_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
369,CMP_REX_38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
370,CMP_REX_3A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
371,CMPSB,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,6
372,CMPSD,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,6
373,CMPSW,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,6
374,CMPXCHG,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,11
375,CMPXCHG,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10
376,CMPXCHG,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10
377,CMPXCHG,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4
378,CMPXCHG,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4
379,CMPXCHG,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4
380,CMPXCHG8B,0,0,0,0,2,7,2,0,1,0,2,2,0,0,0,0,0,0,19
381,CMPXCHG8B_LOCK,1,0,0,0,0,8,2,0,1,0,2,10,0,0,0,0,0,14,30
382,CMPXCHG_LOCK,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,12,30
383,CMPXCHG_LOCK,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,12,29
384,CMPXCHG_LOCK,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,12,29
385,CMPXCHG_LOCK_NOREX,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,13,30
386,CMPXCHG_LOCK_REX,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,12,30
387,CMPXCHG_NOREX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10
388,CMPXCHG_NOREX,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4
389,CMPXCHG_REX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,11
390,CMPXCHG_REX,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4
391,CWD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2
392,CWDE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
393,DEC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
394,DEC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
395,DEC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
396,DEC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
397,DEC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
398,DEC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
399,DEC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
400,DEC_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,13,30
401,DEC_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
402,DEC_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
403,DEC_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
404,DEC_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
405,DEC_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
406,DIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,21,30
407,DIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,23,34
408,DIV,0,0,0,0,6,13,1,0,0,1,0,8,3,2,1,0,0,6,95
409,DIV,0,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,21,30
410,DIV,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,21,24
411,DIV,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,23,28
412,DIV,0,0,0,0,7,13,0,0,0,1,1,7,3,2,1,0,0,6,89
413,DIV_NOREX,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,21,25
414,DIV_REX,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,21,25
415,ENTER,0,0,4,0,4,2,2,0,1,0,0,3,0,0,0,0,0,104,104
416,ENTER_W,0,0,4,0,4,2,2,0,1,0,0,3,0,0,0,0,0,93,93
417,IDIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,21,30
418,IDIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,23,34
419,IDIV,0,0,0,0,0,27,1,0,0,1,4,8,3,2,6,6,0,37,101
420,IDIV,0,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,21,30
421,IDIV,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,21,24
422,IDIV,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,23,28
423,IDIV,0,0,0,0,0,27,0,0,0,1,5,8,3,2,6,5,0,37,96
424,IDIV_NOREX,0,0,0,0,5,1,0,0,0,0,1,0,4,2,0,0,0,22,25
425,IDIV_REX,0,0,0,0,5,1,0,0,0,0,1,0,4,2,0,0,0,22,25
426,IMUL,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,10
427,IMUL,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,9
428,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9
429,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
430,IMUL,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,4,5
431,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
432,IMUL,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,9
433,IMUL,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,9
434,IMUL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
435,IMUL,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,4
436,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
437,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8
438,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8
439,IMUL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
440,IMUL,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4
441,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
442,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8
443,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8
444,IMUL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
445,IMUL_IMMB,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4
446,IMUL_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
447,IMUL_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
448,IMUL_IMMZ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4
449,IMUL_IMMZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
450,IMUL_IMMZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
451,IMUL_NOREX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
452,IMUL_REX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
453,INC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
454,INC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
455,INC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
456,INC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
457,INC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
458,INC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
459,INC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
460,INC_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
461,INC_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,13,29
462,INC_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
463,INC_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
464,INC_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
465,INC_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
466,LAR,0,0,1,0,0,12,3,0,0,3,0,6,0,1,0,0,0,38,63
467,LAR,0,0,1,0,1,11,2,0,0,3,0,6,0,1,0,0,0,37,57
468,LAR,0,0,1,0,0,12,3,0,0,3,0,6,0,1,0,0,0,38,63
469,LAR,0,0,1,0,1,11,2,0,0,3,0,6,0,1,0,0,0,37,56
470,LAR,0,0,1,0,0,12,3,0,0,3,0,6,0,1,0,0,0,38,63
471,LAR,0,0,1,0,1,11,2,0,0,3,0,6,0,1,0,0,0,37,56
472,LODSB,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,6
473,LODSD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5
474,LODSW,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,6
475,LOOP,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,2,2
476,LOOPE,0,0,0,0,4,6,0,0,0,1,0,1,0,0,0,0,0,2,3
477,LOOPNE,0,0,0,0,4,6,0,0,0,1,0,1,0,0,0,0,0,2,3
478,LSL,0,0,1,0,0,7,3,0,0,3,0,0,0,1,0,0,0,37,61
479,LSL,0,0,1,0,3,6,2,0,0,3,0,1,0,1,0,0,0,35,55
480,LSL,0,0,1,0,0,7,3,0,0,3,0,0,0,1,0,0,0,39,61
481,LSL,0,0,1,0,3,6,2,0,0,3,0,1,0,1,0,0,0,36,54
482,LSL,0,0,1,0,0,7,3,0,0,3,0,0,0,1,0,0,0,39,60
483,LSL,0,0,1,0,3,6,2,0,0,3,0,1,0,1,0,0,0,35,54
484,MOV,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
485,MOV,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
486,MOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
487,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
488,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11
489,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
490,MOV,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11
491,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10
492,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10
493,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10
494,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10
495,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10
496,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10
497,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
498,MOV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11
499,MOV,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
500,MOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
501,MOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
502,MOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
503,MOV_89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
504,MOV_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
505,MOV_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506,MOV_8B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
507,MOV_8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,MOV_8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,MOV_DR,0,0,6,0,0,24,0,0,2,4,1,10,9,4,0,1,0,207,207
510,MOV_DR,0,0,6,0,0,16,0,0,0,0,0,11,3,0,2,0,0,172,172
511,MOV_NOREX,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
512,MOV_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
513,MOV_NOREX_88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
514,MOV_NOREX_8A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
515,MOV_REX,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
516,MOV_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
517,MOV_REX_88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
518,MOV_REX_8A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
519,MOVSB,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,6,6
520,MOVSD,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,5,5
521,MOVSW,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,6,6
522,MOVSX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
523,MOVSX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
524,MOVSX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
525,MOVSX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
526,MOVSX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
527,MOVSX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
528,MOVSX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
529,MOVSX_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
530,MOVSX_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
531,MOVSX_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
532,MOVSX_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
533,MOVSX_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
534,MOVZX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
535,MOVZX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
536,MOVZX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
537,MOVZX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
538,MOVZX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
539,MOVZX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
540,MOVZX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
541,MOVZX_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
542,MOVZX_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
543,MUL,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,10
544,MUL,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,9
545,MUL,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9
546,MUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
547,MUL,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,4,5
548,MUL,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,4
549,MUL,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4
550,MUL_NOREX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
551,MUL_REX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
552,NEG,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
553,NEG,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
554,NEG,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
555,NEG,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
556,NEG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
557,NEG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
558,NEG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
559,NEG_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
560,NEG_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
561,NEG_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
562,NEG_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
563,NEG_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
564,NEG_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
565,NOT,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,11
566,NOT,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,10
567,NOT,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,10
568,NOT,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,11
569,NOT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
570,NOT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
571,NOT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
572,NOT_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,18,30
573,NOT_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,18,29
574,NOT_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,18,29
575,NOT_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,18,30
576,NOT_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
577,NOT_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
578,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
579,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
580,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
581,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
582,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
583,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
584,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
585,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
586,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
587,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
588,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
589,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
590,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
591,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
592,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
593,OR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
594,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
595,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
596,OR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
597,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
