n,inst ,lock,set_rex,segment,mem_xchg,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,min_lat,max_lat
902,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
903,SHL,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
904,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
905,SHL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
906,SHL_NOREX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
907,SHL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
908,SHL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
909,SHL_REX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
910,SHL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
911,SHLD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,5,15
912,SHLD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4,16
913,SHLD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,5,14
914,SHLD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4,15
915,SHLD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,5,14
916,SHLD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4,15
917,SHLD_CL,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,5
918,SHLD_CL,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,5
919,SHLD_CL,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,5
920,SHLD_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
921,SHLD_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
922,SHLD_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
923,SHR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
924,SHR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
925,SHR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
926,SHR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
927,SHR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
928,SHR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
929,SHR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
930,SHR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
931,SHR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
932,SHR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
933,SHR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
934,SHR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
935,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
936,SHR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
937,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
938,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
939,SHR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
940,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
941,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
942,SHR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
943,SHR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
944,SHR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
945,SHR_NOREX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
946,SHR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
947,SHR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
948,SHR_REX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
949,SHR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
950,SHRD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,4,17
951,SHRD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,3,17
952,SHRD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,4,16
953,SHRD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,3,16
954,SHRD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,4,16
955,SHRD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,3,16
956,SHRD_CL,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,5
957,SHRD_CL,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,5
958,SHRD_CL,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,5
959,SHRD_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
960,SHRD_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
961,SHRD_IMMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
962,SIDT,0,0,0,0,0,3,1,1,2,3,0,0,0,0,0,0,0,21,21
963,SLDT,0,0,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,11,11
964,SMSW,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,11,11
965,STOSB,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6
966,STOSD,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5
967,STOSW,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6
968,STR,0,0,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,12,12
969,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
970,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
971,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
972,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
973,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
974,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
975,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
976,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
977,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
978,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
979,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
980,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
981,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
982,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
983,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
984,SUB,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
985,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
986,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
987,SUB,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
988,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
989,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
990,SUB,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
991,SUB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
992,SUB_29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
993,SUB_29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
994,SUB_29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
995,SUB_2B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
996,SUB_2B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
997,SUB_2B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
998,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
999,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
1000,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1001,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
1002,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
1003,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,29
1004,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
1005,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
1006,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,29
1007,SUB_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
1008,SUB_LOCK_NOREX,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1009,SUB_LOCK_REX,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1010,SUB_NOREX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1011,SUB_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1012,SUB_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1013,SUB_NOREX_28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1014,SUB_NOREX_2A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1015,SUB_REX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1016,SUB_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1017,SUB_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1018,SUB_REX_28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1019,SUB_REX_2A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1020,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1021,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1022,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1023,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1024,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1025,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1026,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1027,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1028,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1029,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1030,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1031,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1032,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1033,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1034,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1035,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1036,TEST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1037,TEST_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1038,TEST_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1039,TEST_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1040,TEST_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1041,TEST_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1042,TEST_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1043,VERR,0,0,1,0,0,10,0,0,0,6,0,0,4,5,0,0,0,62,68
1044,VERR,0,0,1,0,0,10,0,0,0,6,0,0,4,5,0,0,0,61,61
1045,VERW,0,0,1,0,0,0,0,0,0,8,0,0,5,5,2,1,0,64,69
1046,VERW,0,0,1,0,0,0,0,0,0,8,0,0,5,7,0,0,0,63,63
1047,XADD,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1048,XADD,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,10
1049,XADD,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,10
1050,XADD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1051,XADD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1052,XADD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1053,XADD_LOCK,1,0,0,0,6,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1054,XADD_LOCK,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,12,29
1055,XADD_LOCK,1,0,0,0,6,2,2,0,1,0,0,0,0,0,0,0,0,12,29
1056,XADD_LOCK_NOREX,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1057,XADD_LOCK_REX,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1058,XADD_NOREX,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1059,XADD_NOREX,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1060,XADD_REX,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1061,XADD_REX,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1062,XCHG,0,0,0,1,3,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1063,XCHG,0,0,0,1,3,2,2,0,1,0,0,0,0,0,0,0,0,12,29
1064,XCHG,0,0,0,1,3,2,2,0,1,0,0,0,0,0,0,0,0,12,29
1065,XCHG,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1066,XCHG,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1067,XCHG,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1068,XCHG,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1069,XCHG,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1070,XCHG,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1071,XCHG_NOREX,0,0,0,1,3,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1072,XCHG_NOREX,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1073,XCHG_REX,0,0,0,1,3,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1074,XCHG_REX,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1075,XLAT,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1076,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1077,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1078,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1079,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
1080,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
1081,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1082,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
1083,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
1084,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
1085,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
1086,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10
1087,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
1088,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
1089,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1090,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1091,XOR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1092,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1093,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1094,XOR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1095,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1096,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1097,XOR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1098,XOR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1099,XOR_31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1100,XOR_31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1101,XOR_31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1102,XOR_33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1103,XOR_33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1104,XOR_33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
1106,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
1107,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1108,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
1109,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
1110,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,29
1111,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
1112,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
1113,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,29
1114,XOR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
1115,XOR_LOCK_NOREX,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1116,XOR_LOCK_REX,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
1117,XOR_NOREX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1118,XOR_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1119,XOR_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1120,XOR_NOREX_30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1121,XOR_NOREX_32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1122,XOR_REX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1123,XOR_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1124,XOR_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1125,XOR_REX_30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1126,XOR_REX_32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
